Round,Client_ID,Accuracy,Loss
1,1,0.8535132378770832,0.5927892796033345
1,2,0.8834289784454499,0.4158157302065236
1,3,0.8248358924134135,0.493494934768326
1,4,0.8805151076108687,0.48384454395989623
1,5,0.9173472443685399,0.27939155040758934
1,6,0.8656017547977692,0.8033885910906374
1,7,0.9049025876791829,0.42850028627282655
1,8,0.8350668166770541,0.5242582770772192
1,9,0.905760560758254,0.36831719502980337
1,10,0.9108193642905129,0.32451100532246263
1,11,0.8571353412061806,0.41985991727816446
1,12,0.8401782317660486,0.5630331142928294
1,13,0.8748290124406096,0.3984715255916628
1,14,0.8285510777275045,0.579976640138037
1,15,0.8193845257270512,0.6075668124816357
1,16,0.9117137607550163,0.31957750422583364
1,17,0.8586125118376002,0.43320398893891393
1,18,0.8601544351542328,0.4708821137229015
2,1,0.8754158336503517,0.6922916347473065
2,2,0.8839065294988951,0.38253451708189967
2,3,0.8821582069981464,0.36213924428768896
2,4,0.8831740147474241,0.4024151495149626
2,5,0.9275538863752256,0.25229135943382275
2,6,0.8615547119719621,1.0284330018098198
2,7,0.911491173399597,0.41419955914224044
2,8,0.8485272811156888,0.46404601174279586
2,9,0.921879932333444,0.3072875743894434
2,10,0.9217585210486697,0.276544748848158
2,11,0.9107100941342161,0.31499845498381146
2,12,0.8636794094555108,0.4934996871417111
2,13,0.9051373161630797,0.3104091575709349
2,14,0.8823727002679143,0.4186098282470261
2,15,0.8765409115559261,0.444427235920838
2,16,0.9216087804641149,0.2736777587485256
2,17,0.8767149343974358,0.3840560940275443
2,18,0.8757274559479389,0.39831393782692975
3,1,0.843444195326475,0.741153035520334
3,2,0.8833925550600177,0.35030563277952476
3,3,0.8708831456854477,0.3622265536414314
3,4,0.8972455826527557,0.3718465199711887
3,5,0.9288408459938323,0.23404976056261065
3,6,0.8517891976332893,0.8698846320531215
3,7,0.9234825612924636,0.3409782953473998
3,8,0.8619472751260654,0.4121846873211879
3,9,0.9248261795106316,0.2581614026497317
3,10,0.9280961901138838,0.2678339776250866
3,11,0.9151497001141267,0.26902243922947217
3,12,0.9030652302362664,0.3880802680321213
3,13,0.9200182926335726,0.28393323206876075
3,14,0.8938946311929873,0.41206206260811046
3,15,0.8917537455381352,0.39981451095678866
3,16,0.9258177050029543,0.26984309038203774
3,17,0.9000866067164722,0.328303283762126
3,18,0.8512307057233279,0.4615590408255294
4,1,0.8878726314681862,0.6467700593194731
4,2,0.8505022380146827,0.3994720246902373
4,3,0.8887346515900831,0.3288376671728832
4,4,0.8934656446534517,0.42209269854726644
4,5,0.9396869207669956,0.2158848573746798
4,6,0.8584789594243486,0.7501799518585482
4,7,0.9204998907298437,0.37311347721207755
4,8,0.880656754109772,0.3881613769793072
4,9,0.9312852598606198,0.25041423687975245
4,10,0.9319651630553555,0.271061143762852
4,11,0.923474467206812,0.27223101504507907
4,12,0.9037087100455697,0.39155354483761773
4,13,0.9220580022177794,0.2750638690288667
4,14,0.9067318510364477,0.37864775427035086
4,15,0.876229289258339,0.4124728713799205
4,16,0.9199940103766178,0.2756143178432848
4,17,0.9111755040591839,0.3186307550972143
4,18,0.8769982273952422,0.41117235022068516
5,1,0.8824860174670368,0.6384030674497132
5,2,0.8925793422745999,0.31633343842441136
5,3,0.8825952876233336,0.3410247703659599
5,4,0.9004346523994917,0.38685065878777575
5,5,0.9325519842650974,0.22758855499429456
5,6,0.8312423612066663,0.9449103759055124
5,7,0.9266635369535481,0.3620319264307493
5,8,0.8830121330343917,0.373927699785503
5,9,0.9347131051340786,0.2512948393292978
5,10,0.9349356924894979,0.249656973529691
5,11,0.9037168041312214,0.3266127282800382
5,12,0.9151132767286944,0.40934844617991173
5,13,0.92120812322436,0.28953545117966406
5,14,0.9127943211895069,0.3610073002554598
5,15,0.9025876791828211,0.38810660943969777
5,16,0.9247735679538961,0.26804636328075176
5,17,0.9127093332901649,0.3025811488863888
5,18,0.8841655402397468,0.42737468478323665
6,1,0.8773138967356553,0.5752845682730579
6,2,0.8917011339813998,0.31244586067931757
6,3,0.8713768849101962,0.36120106237782496
6,4,0.8932956688547679,0.4220328613395936
6,5,0.9340615312391236,0.2363916096865853
6,6,0.8407164884618809,0.8550526810218033
6,7,0.9239924886885154,0.38242786044698246
6,8,0.8916728046816191,0.3672895086101842
6,9,0.9406865403449699,0.217828726519948
6,10,0.9374974705982339,0.25387840455977356
6,11,0.9262709737994448,0.25884481872933895
6,12,0.9194476595951339,0.4121802328629634
6,13,0.9274688984758837,0.26384541557605357
6,14,0.8999206779606141,0.3775734100138638
6,15,0.8945785814305487,0.37752543818094636
6,16,0.9231830801233538,0.28010225159976493
6,17,0.9045545419961634,0.32299950483552503
6,18,0.8741976737597837,0.4154767842123435
7,1,0.8839429528843274,0.6034483020814998
7,2,0.8788396318809846,0.319165207364574
7,3,0.8812395282766883,0.3450018781739268
7,4,0.9008191214679434,0.42308622253134875
7,5,0.9334908982006848,0.23841841375695025
7,6,0.827029389625001,1.0170913379377913
7,7,0.9313500125458327,0.3319286558004248
7,8,0.8932430572980323,0.36288650389842747
7,9,0.9385739839898986,0.22089477997959217
7,10,0.9365383214485176,0.25705381799407245
7,11,0.9184642281884627,0.276613801952217
7,12,0.9186544392012757,0.40770816413082167
7,13,0.9339117906545688,0.2585212803790449
7,14,0.9028264547095437,0.39169584603329394
7,15,0.9022598687139307,0.34859060344127785
7,16,0.9262750208422705,0.2825184626568941
7,17,0.9046719062381118,0.3152230408499044
7,18,0.8764640177422357,0.41041636100143575
8,1,0.8767877811683004,0.5756723525065797
8,2,0.876670416926352,0.3357881923196261
8,3,0.8642581365796013,0.3536277934079095
8,4,0.9004832169134014,0.3582876912122547
8,5,0.933927978825872,0.24725730642985105
8,6,0.851522092806786,0.8791862854498157
8,7,0.9302775461969939,0.3666409009606142
8,8,0.8729430904837835,0.38344647281684274
8,9,0.9376067407545307,0.24994257967547642
8,10,0.9377200579536533,0.25005191514677133
8,11,0.9262669267566189,0.31261400595149114
8,12,0.9185613572162821,0.40820524089734994
8,13,0.9295895489166066,0.278590611275985
8,14,0.9139193990950812,0.3536988478062283
8,15,0.8776012367762875,0.3933551611860732
8,16,0.9259553044590317,0.28246916161656643
8,17,0.9257893757031737,0.2865881259420226
8,18,0.8906650910179932,0.3717548246482159
